sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,seer,observaciones_equivalencia,proveedor_original,sku_original,precio_referencia,unidad
TMP-92CC6D5A,VACUÓMETRO DIGITAL AVALY 178°C -60°C,Otros,Otros,Genérica,,VACUÓMETRO DIGITAL AVALY 178°C -60°C,,,,,,VACUÓMETRO DIGITAL AVALY 178°C -60°C,Reacsa,VA-GW760,4892.53,Pieza
TMP-E8264C9A,"VALVULA AVALY CHECK PARA LATA 1/4"" 10 PIEZAS",Otros,Otros,Genérica,,"VALVULA AVALY CHECK PARA LATA 1/4"" 10 PIEZAS",,,,,,"VALVULA AVALY CHECK PARA LATA 1/4"" 10 PIEZAS",Reacsa,VA-GCV-014-10,450.0,Pieza
TMP-8721A42B,TERMÓMETRO ELECTRÓNICO DIGITAL AVALY INT/EXT 50 +70ºC,Otros,Otros,Genérica,,TERMÓMETRO ELECTRÓNICO DIGITAL AVALY INT/EXT 50 +70ºC,,,,,,TERMÓMETRO ELECTRÓNICO DIGITAL AVALY INT/EXT 50 +70ºC,Reacsa,VA-1454,440.0,Pieza
TMP-13808831,TERMOMETRO AVALY DIGITAL RANG0 HUMEDAD 50 a 70º,Otros,Otros,Genérica,,TERMOMETRO AVALY DIGITAL RANG0 HUMEDAD 50 a 70º,,,,,,TERMOMETRO AVALY DIGITAL RANG0 HUMEDAD 50 a 70º,Reacsa,VAEDT1-55,737.54,Pieza
TMP-427B1F67,TERMÓMETRO DIGITAL COMERCIAL INT/EXT 50 a 70ºC AVALY,Otros,Otros,Genérica,,TERMÓMETRO DIGITAL COMERCIAL INT/EXT 50 a 70ºC AVALY,,,,,,TERMÓMETRO DIGITAL COMERCIAL INT/EXT 50 a 70ºC AVALY,Reacsa,VAEDT1-54,489.75,Pieza
TMP-59AD28A1,TERMO-HIGRÓMETROS ELECTRÓNICO DIGITAL INT/EXT 50°+70°C AVALY,Otros,Otros,Genérica,,TERMO-HIGRÓMETROS ELECTRÓNICO DIGITAL INT/EXT 50°+70°C AVALY,,,,,,TERMO-HIGRÓMETROS ELECTRÓNICO DIGITAL INT/EXT 50°+70°C AVALY,Reacsa,VA-EDT-1H,492.42,Pieza
TMP-F3AEBAA3,TERMÓMETRO ELECTRÓNICO DIGITAL DUAL INT/EXT 50°+70°C AVALY,Otros,Otros,Genérica,,TERMÓMETRO ELECTRÓNICO DIGITAL DUAL INT/EXT 50°+70°C AVALY,,,,,,TERMÓMETRO ELECTRÓNICO DIGITAL DUAL INT/EXT 50°+70°C AVALY,Reacsa,VA-EDT-1,408.11,Pieza
TMP-D287AAAD,TERMÓMETRO DIGITAL AVALY TIPO PLUMA -40 A 232°C,Otros,Otros,Genérica,,TERMÓMETRO DIGITAL AVALY TIPO PLUMA -40 A 232°C,,,,,,TERMÓMETRO DIGITAL AVALY TIPO PLUMA -40 A 232°C,Reacsa,VA-9847,364.25,Pieza
TMP-68262382,TARJETA AVALY CONTROL UNIVERSAL CON DISPLAY,Otros,Otros,Genérica,,TARJETA AVALY CONTROL UNIVERSAL CON DISPLAY,,,,,,TARJETA AVALY CONTROL UNIVERSAL CON DISPLAY,Reacsa,VA-TJ10A,775.44,Pieza
TMP-52B7C58D,TARJETA UNIVERSAL PARA AIRES ACONDICIONADOS 3 VELOCIDADES AVALY,Otros,Otros,Genérica,,TARJETA UNIVERSAL PARA AIRES ACONDICIONADOS 3 VELOCIDADES AVALY,,,,,,TARJETA UNIVERSAL PARA AIRES ACONDICIONADOS 3 VELOCIDADES AVALY,Reacsa,VA-TJ03A,421.72,Pieza
TMP-9F27E692,TARJETA UNIVERSAL AVALY PARA AIRE ACONDICIONADO CON DIPLAY DIGITAL,Otros,Otros,Genérica,,TARJETA UNIVERSAL AVALY PARA AIRE ACONDICIONADO CON DIPLAY DIGITAL,,,,,,TARJETA UNIVERSAL AVALY PARA AIRE ACONDICIONADO CON DIPLAY DIGITAL,Reacsa,VA-TJ08PGC,487.03,Pieza
TMP-84C1300F,"MANIFOLD DE SERVICIO (ANGULAR) MANGUERAS 36"" 800 PSI AVALY",Otros,Otros,Genérica,,"MANIFOLD DE SERVICIO (ANGULAR) MANGUERAS 36"" 800 PSI AVALY",,,,,,"MANIFOLD DE SERVICIO (ANGULAR) MANGUERAS 36"" 800 PSI AVALY",Reacsa,VA-636AGHMEP,1374.02,Pieza
TMP-AED7929B,"MANIFOLD DE SERVICIO (ANGULAR), MANGUERAS 36"", 600 PSI AVALY",Otros,Otros,Genérica,,"MANIFOLD DE SERVICIO (ANGULAR), MANGUERAS 36"", 600 PSI AVALY",,,,,,"MANIFOLD DE SERVICIO (ANGULAR), MANGUERAS 36"", 600 PSI AVALY",Reacsa,R-45868846481664,1008.94,Pieza
TMP-415719BB,"EXPANSOR DE TUBOS CON MANGO Y BISAGRAS 3/8""1/2""5/8""3/4 AVALY",Otros,Otros,Genérica,,"EXPANSOR DE TUBOS CON MANGO Y BISAGRAS 3/8""1/2""5/8""3/4 AVALY",,,,,,"EXPANSOR DE TUBOS CON MANGO Y BISAGRAS 3/8""1/2""5/8""3/4 AVALY",Reacsa,VA-VST-22,608.87,Pieza
TMP-C0AE7CEA,"EXTRACTOR AVALY DE AIRE 5"" AVALY",Otros,Otros,Genérica,,"EXTRACTOR AVALY DE AIRE 5"" AVALY",,,,,,"EXTRACTOR AVALY DE AIRE 5"" AVALY",Reacsa,VA-125E,373.26,Pieza
TMP-CE64B10C,"EQUIPO DE RECUPERACIÓN MOTOR 1/2 HP, 558 PSI, 0°C A 40°C AVALY",Otros,Otros,Genérica,,"EQUIPO DE RECUPERACIÓN MOTOR 1/2 HP, 558 PSI, 0°C A 40°C AVALY",,,,,,"EQUIPO DE RECUPERACIÓN MOTOR 1/2 HP, 558 PSI, 0°C A 40°C AVALY",Reacsa,VA-TWIN,18459.08,Pieza
TMP-7E318DF2,"POLIVINIL REFORZADO CON HILO PARA CORTINA HAWAIANA,2 MM X 200 MM X 91.44 M AVALY",Otros,Otros,Genérica,,"POLIVINIL REFORZADO CON HILO PARA CORTINA HAWAIANA,2 MM X 200 MM X 91.44 M AVALY",,,,,,"POLIVINIL REFORZADO CON HILO PARA CORTINA HAWAIANA,2 MM X 200 MM X 91.44 M AVALY",Reacsa,VA-C200X91H,6626.0,Pieza
TMP-8ACDDF33,CONTROL REMOTO UNIVERSAL AVALY PARA MINISPLIT Y AC VENTANA,Otros,Otros,Genérica,,CONTROL REMOTO UNIVERSAL AVALY PARA MINISPLIT Y AC VENTANA,,,,,,CONTROL REMOTO UNIVERSAL AVALY PARA MINISPLIT Y AC VENTANA,Reacsa,VA-AC1000G,116.63,Pieza
TMP-3B925E1D,CONTROL REMOTO UNIVERSAL AVALY PARA AIRE ACONDICIONADO 6000 CÓDIGOS,Otros,Otros,Genérica,,CONTROL REMOTO UNIVERSAL AVALY PARA AIRE ACONDICIONADO 6000 CÓDIGOS,,,,,,CONTROL REMOTO UNIVERSAL AVALY PARA AIRE ACONDICIONADO 6000 CÓDIGOS,Reacsa,VA-CR6000U,214.94,Pieza
TMP-4A0738E7,CILINDRO AVALY AMARILLO PARA SOLDAR 400GR,Otros,Otros,Genérica,,CILINDRO AVALY AMARILLO PARA SOLDAR 400GR,,,,,,CILINDRO AVALY AMARILLO PARA SOLDAR 400GR,Reacsa,WA-1000Y,200.8,Pieza
TMP-0F205A89,TANQUE AVALOY PROPILENO NEGRO PARA SOLDAR 400G,Otros,Otros,Genérica,,TANQUE AVALOY PROPILENO NEGRO PARA SOLDAR 400G,,,,,,TANQUE AVALOY PROPILENO NEGRO PARA SOLDAR 400G,Reacsa,WA-1000B,200.8,Pieza
TMP-8E44D6AD,CERROJO PARA CÁMARA FRIGORÍFICA 11 AVALY,Otros,Otros,Genérica,,CERROJO PARA CÁMARA FRIGORÍFICA 11 AVALY,,,,,,CERROJO PARA CÁMARA FRIGORÍFICA 11 AVALY,Reacsa,VA-CERRO11,1114.69,Pieza
TMP-817DBE36,BOQUILLA AVALY FINA DE AUTO ENCENDIDO,Otros,Otros,Genérica,,BOQUILLA AVALY FINA DE AUTO ENCENDIDO,,,,,,BOQUILLA AVALY FINA DE AUTO ENCENDIDO,Reacsa,WA-802,561.86,Pieza
TMP-A017F813,BOQUILLA AVALY DUAL,Otros,Otros,Genérica,,BOQUILLA AVALY DUAL,,,,,,BOQUILLA AVALY DUAL,Reacsa,WA-7136,970.11,Pieza
TMP-48688C22,BOMBA VACIO AVALY 8CFM 1725RPM 2ETAPAS 110V,Otros,Otros,Genérica,,BOMBA VACIO AVALY 8CFM 1725RPM 2ETAPAS 110V,,,,,,BOMBA VACIO AVALY 8CFM 1725RPM 2ETAPAS 110V,Reacsa,VA-80,9019.52,Pieza
TMP-6BEED282,BOMBA VACIO AVALY 5CFM 1725RPM 2ETAPAS 110V,Otros,Otros,Genérica,,BOMBA VACIO AVALY 5CFM 1725RPM 2ETAPAS 110V,,,,,,BOMBA VACIO AVALY 5CFM 1725RPM 2ETAPAS 110V,Reacsa,VA-50,8946.73,Pieza
TMP-9DA241F2,ASPERSORA MANUAL CAPACIDAD 2 LITROS AVALY,Otros,Otros,Genérica,,ASPERSORA MANUAL CAPACIDAD 2 LITROS AVALY,,,,,,ASPERSORA MANUAL CAPACIDAD 2 LITROS AVALY,Reacsa,VA-ASP20,171.61,Pieza
TMP-8A0656AB,TERMÓMETRO TAYLOR ANÁLOGO DE INSERCIÓN -10 ºC a 110 ºC,Otros,Otros,Genérica,,TERMÓMETRO TAYLOR ANÁLOGO DE INSERCIÓN -10 ºC a 110 ºC,,,,,,TERMÓMETRO TAYLOR ANÁLOGO DE INSERCIÓN -10 ºC a 110 ºC,Reacsa,6099N,182.89,Pieza
TMP-5FEE16D2,MINISPLIT TCL 2T SOLO FRIO INVERTER R410A 220V,Otros,Otros,Genérica,,MINISPLIT TCL 2T SOLO FRIO INVERTER R410A 220V,,,,,,MINISPLIT TCL 2T SOLO FRIO INVERTER R410A 220V,Reacsa,S24P-ECV23,10658.74,Pieza
TMP-F36249EA,MINISPLIT TCL 1 TON SOLO FRIO INVERTER R410A 220V - 1 Tonelada / Solo frío / Inverter,Otros,Otros,Genérica,,MINISPLIT TCL 1 TON SOLO FRIO INVERTER R410A 220V - 1 Tonelada / Solo frío / Inverter,,,,,,MINISPLIT TCL 1 TON SOLO FRIO INVERTER R410A 220V - 1 Tonelada / Solo frío / Inverter,Reacsa,S12P-ECV23,6343.14,Pieza
TMP-83470F57,MINISPLIT TCL 2 TON FRIO CALOR INVERTER R410A 220V - 2 Toneladas / Frío y calor / Inverter,Otros,Otros,Genérica,,MINISPLIT TCL 2 TON FRIO CALOR INVERTER R410A 220V - 2 Toneladas / Frío y calor / Inverter,,,,,,MINISPLIT TCL 2 TON FRIO CALOR INVERTER R410A 220V - 2 Toneladas / Frío y calor / Inverter,Reacsa,S24P-EHV23,11442.47,Pieza
TMP-D9631D6E,VÁLVULA ACC T/PIVOTE AVALY 1/4 20 PIEZAS,Otros,Otros,Genérica,,VÁLVULA ACC T/PIVOTE AVALY 1/4 20 PIEZAS,,,,,,VÁLVULA ACC T/PIVOTE AVALY 1/4 20 PIEZAS,Reacsa,VA-PVH-20,393.0,Pieza
TMP-D2554D3B,ACEITE BARRETO POE 32 BVA POL 3.78LT,Otros,Otros,Genérica,,ACEITE BARRETO POE 32 BVA POL 3.78LT,,,,,,ACEITE BARRETO POE 32 BVA POL 3.78LT,Reacsa,POE32-G,2674.92,Pieza
TMP-8F40F2FA,CILINDRO PROPILENO TURNER (NEGRO) PARA ALTA TEMPERATURA.,Otros,Otros,Genérica,,CILINDRO PROPILENO TURNER (NEGRO) PARA ALTA TEMPERATURA.,,,,,,CILINDRO PROPILENO TURNER (NEGRO) PARA ALTA TEMPERATURA.,Reacsa,CB-1000,214.56,Pieza
TMP-9B660A23,BASE DE PISO PARA CONDENSADORA DE 1 A 3 TON AVALY,Otros,Otros,Genérica,,BASE DE PISO PARA CONDENSADORA DE 1 A 3 TON AVALY,,,,,,BASE DE PISO PARA CONDENSADORA DE 1 A 3 TON AVALY,Reacsa,VA-SUP9-24,329.22,Pieza
TMP-C7FE45E2,"AIRE ACONDICIONADO LG TIPO VENTANA 8,000 BTU 110V",Otros,Otros,Genérica,,"AIRE ACONDICIONADO LG TIPO VENTANA 8,000 BTU 110V",,,,,,"AIRE ACONDICIONADO LG TIPO VENTANA 8,000 BTU 110V",Reacsa,W081CE,5768.26,Pieza
TMP-A4E55308,MINISPLIT HISENSE 2 TON SOLO FRIO 220V ESTÁNDAR - 2 Toneladas / Solo frío / Estándar,Otros,Otros,Genérica,,MINISPLIT HISENSE 2 TON SOLO FRIO 220V ESTÁNDAR - 2 Toneladas / Solo frío / Estándar,,,,,,MINISPLIT HISENSE 2 TON SOLO FRIO 220V ESTÁNDAR - 2 Toneladas / Solo frío / Estándar,Reacsa,AC242CF,11064.58,Pieza
TMP-58227E3E,MINISPLIT SAMSUNG 1.5 TON SOLO FRÍO 220V ESTÁNDAR,Otros,Otros,Genérica,,MINISPLIT SAMSUNG 1.5 TON SOLO FRÍO 220V ESTÁNDAR,,,,,,MINISPLIT SAMSUNG 1.5 TON SOLO FRÍO 220V ESTÁNDAR,Reacsa,AR18BRHQEWK/AX,9630.6,Pieza
TMP-1947E59D,MINISPLIT PRIME 2 TON ELITE 2 SOLO FRÍO 220V ESTÁNDAR,Otros,Otros,Genérica,,MINISPLIT PRIME 2 TON ELITE 2 SOLO FRÍO 220V ESTÁNDAR,,,,,,MINISPLIT PRIME 2 TON ELITE 2 SOLO FRÍO 220V ESTÁNDAR,Reacsa,EMPRC242-E2,10927.05,Pieza
TMP-B55937B3,MINISPLIT HISENSE 1.5 TON SOLO FRÍO 220V ESTÁNDAR - 1.5 Tonelada / Solo frío / Estándar,Otros,Otros,Genérica,,MINISPLIT HISENSE 1.5 TON SOLO FRÍO 220V ESTÁNDAR - 1.5 Tonelada / Solo frío / Estándar,,,,,,MINISPLIT HISENSE 1.5 TON SOLO FRÍO 220V ESTÁNDAR - 1.5 Tonelada / Solo frío / Estándar,Reacsa,AC182CF,9355.04,Pieza
TMP-0B7E9E78,MINISPLIT YORK 1 TON FRÍO/CALOR 220V ESTÁNDAR,Otros,Otros,Genérica,,MINISPLIT YORK 1 TON FRÍO/CALOR 220V ESTÁNDAR,,,,,,MINISPLIT YORK 1 TON FRÍO/CALOR 220V ESTÁNDAR,Reacsa,YHGE12ZTMDMHORX,5112.15,Pieza
TMP-D88C9F0F,NU CLEANER ADESA DESINCRUSTANTE 1L,Otros,Otros,Genérica,,NU CLEANER ADESA DESINCRUSTANTE 1L,,,,,,NU CLEANER ADESA DESINCRUSTANTE 1L,Reacsa,AD-NC-07,40.94,Pieza
TMP-FFC18DE3,TERMOSTATO DIGITAL SERIE HALO PARA FAN & COIL 220V HONEYWELL,Otros,Otros,Genérica,,TERMOSTATO DIGITAL SERIE HALO PARA FAN & COIL 220V HONEYWELL,,,,,,TERMOSTATO DIGITAL SERIE HALO PARA FAN & COIL 220V HONEYWELL,Reacsa,T6861V2WG,1100.4,Pieza
TMP-B0A9D2CB,TERMOSTATO DIGITAL PARA FAN & COIL HONEYWELL,Otros,Otros,Genérica,,TERMOSTATO DIGITAL PARA FAN & COIL HONEYWELL,,,,,,TERMOSTATO DIGITAL PARA FAN & COIL HONEYWELL,Reacsa,T6811DP08,1256.71,Pieza
TMP-CB84E640,MINISPLIT YORK HIGH WALL SOLO FRIO 1.5 TON 230/1 R410A,Otros,Otros,Genérica,,MINISPLIT YORK HIGH WALL SOLO FRIO 1.5 TON 230/1 R410A,,,,,,MINISPLIT YORK HIGH WALL SOLO FRIO 1.5 TON 230/1 R410A,Reacsa,YHFE18ZJMAXAORX,9078.55,Pieza
TMP-2F104D33,MINISPLIT LG DUAL INVERTER FRIO/CALOR 1.5 TON 220/1 R410A - 1.5 Tonelada / Frío y calor / Inverter,Otros,Otros,Genérica,,MINISPLIT LG DUAL INVERTER FRIO/CALOR 1.5 TON 220/1 R410A - 1.5 Tonelada / Frío y calor / Inverter,,,,,,MINISPLIT LG DUAL INVERTER FRIO/CALOR 1.5 TON 220/1 R410A - 1.5 Tonelada / Frío y calor / Inverter,Reacsa,VM182H9,16238.9,Pieza
TMP-CC051161,HC3SMB | PAQUETE DE MANGUERA PARA REFRIGERACIÓN,Otros,Otros,Genérica,,HC3SMB | PAQUETE DE MANGUERA PARA REFRIGERACIÓN,,,,,,HC3SMB | PAQUETE DE MANGUERA PARA REFRIGERACIÓN,Reacsa,HC3SMB,476.8,Pieza
TMP-2B9B253B,COMPRESOR HERMETICO EMBRACO 1HP LBP R404A 115V - 1 HP,Otros,Otros,Genérica,,COMPRESOR HERMETICO EMBRACO 1HP LBP R404A 115V - 1 HP,,,,,,COMPRESOR HERMETICO EMBRACO 1HP LBP R404A 115V - 1 HP,Reacsa,NT2180GKV,7653.35,Pieza
TMP-40BE4030,ACEITE AB ACEMIRE 150 1 LITRO,Otros,Otros,Genérica,,ACEITE AB ACEMIRE 150 1 LITRO,,,,,,ACEITE AB ACEMIRE 150 1 LITRO,Reacsa,150-1,455.83,Pieza
TMP-540637FF,GAS REFRIGERANTE FREON R-32 9.5KG,Otros,Otros,Genérica,,GAS REFRIGERANTE FREON R-32 9.5KG,,,,,,GAS REFRIGERANTE FREON R-32 9.5KG,Reacsa,GF-32-9-5,5000.0,Pieza
TMP-8199A4A6,CAJA ARMAFLEX K FLEX 1/2 X 1/2 W X 1.8 M 60 PZ,Otros,Otros,Genérica,,CAJA ARMAFLEX K FLEX 1/2 X 1/2 W X 1.8 M 60 PZ,,,,,,CAJA ARMAFLEX K FLEX 1/2 X 1/2 W X 1.8 M 60 PZ,Reacsa,6RX048048_C,2121.54,Pieza
TMP-0AE38FB4,NU CLEANER ADESA DESINCRUSTANTE 3.7L,Otros,Otros,Genérica,,NU CLEANER ADESA DESINCRUSTANTE 3.7L,,,,,,NU CLEANER ADESA DESINCRUSTANTE 3.7L,Reacsa,AD-NC-08,148.14,Pieza
TMP-56D01B0D,NU CLEANER ADESA DESINCRUSTANTE 20L,Otros,Otros,Genérica,,NU CLEANER ADESA DESINCRUSTANTE 20L,,,,,,NU CLEANER ADESA DESINCRUSTANTE 20L,Reacsa,AD-NC-03,749.02,Pieza
TMP-BB158348,MANIFOLD UNIWELD R410/22/404/134,Otros,Otros,Genérica,,MANIFOLD UNIWELD R410/22/404/134,,,,,,MANIFOLD UNIWELD R410/22/404/134,Reacsa,QS8N3SM,1349.38,Pieza
TMP-E99EF6CD,MINISPLIT HISENSE WFI INVERTER 1.5 TONELADAS F/C 220V - 1.5 Tonelada / Frío y calor / Inverter,Otros,Otros,Genérica,,MINISPLIT HISENSE WFI INVERTER 1.5 TONELADAS F/C 220V - 1.5 Tonelada / Frío y calor / Inverter,,,,,,MINISPLIT HISENSE WFI INVERTER 1.5 TONELADAS F/C 220V - 1.5 Tonelada / Frío y calor / Inverter,Reacsa,AU182CBW,12441.88,Pieza
TMP-6EACA870,COMPRESOR EMBRACO 1/4+ HP 115V R-134A - 1/4,Otros,Otros,Genérica,,COMPRESOR EMBRACO 1/4+ HP 115V R-134A - 1/4,,,,,,COMPRESOR EMBRACO 1/4+ HP 115V R-134A - 1/4,Reacsa,EM2U3115Z,1829.23,Pieza
TMP-32DD815C,COMPRESOR EMBRACO 1 1/4HP 230V R404A LBP - 1 1/4 HP,Otros,Otros,Genérica,,COMPRESOR EMBRACO 1 1/4HP 230V R404A LBP - 1 1/4 HP,,,,,,COMPRESOR EMBRACO 1 1/4HP 230V R404A LBP - 1 1/4 HP,Reacsa,NJ2192GJ-B,11928.42,Pieza
TMP-85F3DB25,COMPRESOR HERMÉTICO EMBRACO 3/4 HP 115/1/60 R404A - 3/4,Otros,Otros,Genérica,,COMPRESOR HERMÉTICO EMBRACO 3/4 HP 115/1/60 R404A - 3/4,,,,,,COMPRESOR HERMÉTICO EMBRACO 3/4 HP 115/1/60 R404A - 3/4,Reacsa,NT6220GKV,6667.85,Pieza
TMP-6CF89F83,MOTOR BOHN ELECTRNCO 115/230V,Otros,Otros,Genérica,,MOTOR BOHN ELECTRNCO 115/230V,,,,,,MOTOR BOHN ELECTRNCO 115/230V,Reacsa,2028010140,7196.09,Pieza
TMP-E31ECA7B,EXTRACTOR FALSO PLAFON 226M3/HR,Otros,Otros,Genérica,,EXTRACTOR FALSO PLAFON 226M3/HR,,,,,,EXTRACTOR FALSO PLAFON 226M3/HR,Reacsa,CFP-225,4082.73,Pieza
TMP-D2B72223,Kit de conexión para minisplit bobina de cobre con tuercas 3/8″ – 5/8″,Otros,Otros,Genérica,,Kit de conexión para minisplit bobina de cobre con tuercas 3/8″ – 5/8″,,,,,,Kit de conexión para minisplit bobina de cobre con tuercas 3/8″ – 5/8″,Reacsa,KTMNCX038_058,661.57,Pieza
TMP-CB053911,Kit de conexión para minisplit bobina de cobre con tuercas 1/4″ – 3/8″,Otros,Otros,Genérica,,Kit de conexión para minisplit bobina de cobre con tuercas 1/4″ – 3/8″,,,,,,Kit de conexión para minisplit bobina de cobre con tuercas 1/4″ – 3/8″,Reacsa,KTMNCX014_038,328.33,Pieza
TMP-489E1347,GAS LATA MO99 ISCEON CHEMOURS 650 GRS,Otros,Otros,Genérica,,GAS LATA MO99 ISCEON CHEMOURS 650 GRS,,,,,,GAS LATA MO99 ISCEON CHEMOURS 650 GRS,Reacsa,GI-MO99-650,245.12,Pieza
TMP-BDBADDC6,GAS SUVA 134A LATA DE 0.340 GRAMOS ECONOVALVULA,Otros,Otros,Genérica,,GAS SUVA 134A LATA DE 0.340 GRAMOS ECONOVALVULA,,,,,,GAS SUVA 134A LATA DE 0.340 GRAMOS ECONOVALVULA,Reacsa,GS-134A-340-EC,95.54,Pieza
TMP-ADAFDEF6,AEROSOL ESPUMA POLIURETANO BARRETO 500 ML,Otros,Otros,Genérica,,AEROSOL ESPUMA POLIURETANO BARRETO 500 ML,,,,,,AEROSOL ESPUMA POLIURETANO BARRETO 500 ML,Reacsa,MF-500,145.73,Pieza
TMP-3ECB4FEC,CERROJO CÁMARA FRIGORÍFICA CON LLAVE Y BOTADOR CONTRA CORTA 11¨,Otros,Otros,Genérica,,CERROJO CÁMARA FRIGORÍFICA CON LLAVE Y BOTADOR CONTRA CORTA 11¨,,,,,,CERROJO CÁMARA FRIGORÍFICA CON LLAVE Y BOTADOR CONTRA CORTA 11¨,Reacsa,CERRCA011S,1191.13,Pieza
TMP-C1D47831,VALVULA DE EXPANSION 1/2 TONELADA | R404 | 3/8 X 1/2,Otros,Otros,Genérica,,VALVULA DE EXPANSION 1/2 TONELADA | R404 | 3/8 X 1/2,,,,,,VALVULA DE EXPANSION 1/2 TONELADA | R404 | 3/8 X 1/2,Reacsa,GS-1/2-Z,2577.05,Pieza
TMP-0AEB56A7,VALVULA DE EXPANSION 1 TONELADA | R404 | 3/8 X 1/2,Otros,Otros,Genérica,,VALVULA DE EXPANSION 1 TONELADA | R404 | 3/8 X 1/2,,,,,,VALVULA DE EXPANSION 1 TONELADA | R404 | 3/8 X 1/2,Reacsa,GS-1-Z,2282.54,Pieza
TMP-893C292E,CINTA FASSON ALUMINIO 48MM X 46M,Otros,Otros,Genérica,,CINTA FASSON ALUMINIO 48MM X 46M,,,,,,CINTA FASSON ALUMINIO 48MM X 46M,Reacsa,AF-914CT,167.38,Pieza
TMP-03E69F72,CINTA MOMIA ERO 6CM ANCHO 30M LARGO,Otros,Otros,Genérica,,CINTA MOMIA ERO 6CM ANCHO 30M LARGO,,,,,,CINTA MOMIA ERO 6CM ANCHO 30M LARGO,Reacsa,CNRFMM002,131.83,Pieza
TMP-65EC177E,MINISPLIT YORK F&C INVERTER 4.58T SOLO FRÍO 220/1 V,Otros,Otros,Genérica,,MINISPLIT YORK F&C INVERTER 4.58T SOLO FRÍO 220/1 V,,,,,,MINISPLIT YORK F&C INVERTER 4.58T SOLO FRÍO 220/1 V,Reacsa,YEJE55BZTMCMOWX,47103.86,Pieza
TMP-CFF74056,TERMOSTATO PARA REFRIGERADOR DOMESTICO,Otros,Otros,Genérica,,TERMOSTATO PARA REFRIGERADOR DOMESTICO,,,,,,TERMOSTATO PARA REFRIGERADOR DOMESTICO,Reacsa,G1125,80.3,Pieza
TMP-2BDC5AA1,TERMÓMETRO AVALY 30 A 30ºC PARA REFRIGERADOR Y CONGELADOR,Otros,Otros,Genérica,,TERMÓMETRO AVALY 30 A 30ºC PARA REFRIGERADOR Y CONGELADOR,,,,,,TERMÓMETRO AVALY 30 A 30ºC PARA REFRIGERADOR Y CONGELADOR,Reacsa,5925N,119.46,Pieza
TMP-64D5C584,MINISPLIT HISENSE WIFI INVERTER 1 TONELADA SOLO FRIO 220V - 1 Tonelada / Solo frío / Inverter,Otros,Otros,Genérica,,MINISPLIT HISENSE WIFI INVERTER 1 TONELADA SOLO FRIO 220V - 1 Tonelada / Solo frío / Inverter,,,,,,MINISPLIT HISENSE WIFI INVERTER 1 TONELADA SOLO FRIO 220V - 1 Tonelada / Solo frío / Inverter,Reacsa,AT122CBW,13621.06,Pieza
TMP-DE704640,TARJETA UNIVERSAL PARA MINISPLIT CON CONTROL 220 V,Otros,Otros,Genérica,,TARJETA UNIVERSAL PARA MINISPLIT CON CONTROL 220 V,,,,,,TARJETA UNIVERSAL PARA MINISPLIT CON CONTROL 220 V,Reacsa,A-CCC-U03,395.42,Pieza
TMP-B2E14D80,COMPRESOR FRACCIONARIO DANFOSS HUAYI 1/8 HP R-134 115 V - 1/8 HP,Otros,Otros,Genérica,,COMPRESOR FRACCIONARIO DANFOSS HUAYI 1/8 HP R-134 115 V - 1/8 HP,,,,,,COMPRESOR FRACCIONARIO DANFOSS HUAYI 1/8 HP R-134 115 V - 1/8 HP,Reacsa,123B8114,1729.21,Pieza
TMP-54C4F31F,BOILER CALENTADOR DE PASO GAS LP 8 LTS,Otros,Otros,Genérica,,BOILER CALENTADOR DE PASO GAS LP 8 LTS,,,,,,BOILER CALENTADOR DE PASO GAS LP 8 LTS,Reacsa,600055838,4697.42,Pieza
TMP-A200F948,BOILER CALENTADOR DE AGUA RHEEM DE DEPÓSITO 76 LTS A GAS LP,Otros,Otros,Genérica,,BOILER CALENTADOR DE AGUA RHEEM DE DEPÓSITO 76 LTS A GAS LP,,,,,,BOILER CALENTADOR DE AGUA RHEEM DE DEPÓSITO 76 LTS A GAS LP,Reacsa,393391,8848.34,Pieza
TMP-DDDA9D3D,MOTOR ERO INTERNACIONL 1/40 HP 127V 60 HZ 1550 RPM CCW CON BASE,Otros,Otros,Genérica,,MOTOR ERO INTERNACIONL 1/40 HP 127V 60 HZ 1550 RPM CCW CON BASE,,,,,,MOTOR ERO INTERNACIONL 1/40 HP 127V 60 HZ 1550 RPM CCW CON BASE,Reacsa,MTRARU017,724.92,Pieza
TMP-AF74F7B5,MOTOR ERO INTERNACIONAL REFRIGERADOR MABE 3000 RPM,Otros,Otros,Genérica,,MOTOR ERO INTERNACIONAL REFRIGERADOR MABE 3000 RPM,,,,,,MOTOR ERO INTERNACIONAL REFRIGERADOR MABE 3000 RPM,Reacsa,MTREMB002,322.31,Pieza
TMP-609844A2,MOTOR ERO INTRENACIONAL 1/20 HP 1550 RPM 220V CCW,Otros,Otros,Genérica,,MOTOR ERO INTRENACIONAL 1/20 HP 1550 RPM 220V CCW,,,,,,MOTOR ERO INTRENACIONAL 1/20 HP 1550 RPM 220V CCW,Reacsa,MTRARU010,823.69,Pieza
