sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,unidad,observaciones_equivalencia
RE-CON-EME-003,Control Presión Dual Emerson PS2-M7K,RE,Controles,Emerson,PS2-M7K,Ps2-M7K | Control De Presion Dual Emerson,Dual,N/A,,Control,Pieza,
RE-CON-EME-004,Control Presión Baja Emerson PS1-A3K,RE,Controles,Emerson,PS1-A3K,Ps1-A3K | Control De Presion De Baja Emerson,Baja,N/A,,Control,Pieza,
RE-CON-ERO-001,Control Universal Minisplit Ero 1000en1,RE,Controles,Ero International,CTMIUV001,Control Ero Minisplit Universal 1000 En 1,Universal,N/A,,Control,Pieza,
RE-CON-FUL-004,Control Temperatura Full Gauge MT-512E 2HP,RE,Controles,Full Gauge,MT-512E 2HP,Control Electrónico MT-512E 2HP Temperatura,2 HP,115/230 V,,Control,Pieza,
RE-CON-FUL-005,Control Temperatura Full Gauge 516E/13,RE,Controles,Full Gauge,516E/13,Control Electrónico 516E/13 Temperatura HVAC,Standard,N/A,,Control,Pieza,
RE-CON-FUL-006,Control Deshielo Full Gauge TC-900E,RE,Controles,Full Gauge,TC-900E,Controlador Electrónico TC-900E Deshielo,Deshielo,N/A,,Control,Pieza,
RE-CON-GRU-001,"Conexión Holtec Hembra 5/8"" (14UNF)",RE,Refacciones,Grupo Holtec,F1-S1620 7/8,"Conexion Holtec Hembra (14UNF)C 5/8""","5/8""",N/A,,Conexión,Pieza,
RE-CON-GRU-002,"Conexión Holtec Hembra 3/8"" (18UNF)",RE,Refacciones,Grupo Holtec,F1-S0912 5/8,"Conexion Holtec Hembra (18UNF)C 3/8""","3/8""",N/A,,Conexión,Pieza,
RE-CON-GRU-003,"Conexión Holtec Hembra 1/4"" (20UNF)",RE,Refacciones,Grupo Holtec,F1-S0912 7/16,"Conexion Holtec Hembra (20UNF)C 1/4""","1/4""",N/A,,Conexión,Pieza,
RE-CON-GRU-004,"Unión PEX Hembra SAE 1"" 1/16 AC",RE,Refacciones,Grupo Holtec,F1-S2025X1 1/16,"Union Pex Hembra Sae 1"" 1/16 Ac","1"" 1/16",N/A,,Conexión,Pieza,
RE-CON-GRU-005,Unión PEX Soldable Hembra 32X1CUF A/C,RE,Refacciones,Grupo Holtec,F1-S2632X1CUF,Union Pex Soldable Hembra 32X1Cuf A/C,32X1CUF,N/A,,Conexión,Pieza,
RE-CON-GRU-006,Conexión Holtec Hembra 1/2 SAE 5/8-18 UNF,RE,Refacciones,Grupotec,1/2 SAE 5/8-18 UNF,1/2 SAE 5/8-18 UNF,,,,,Pieza,
RE-CON-HOL-001,Conexión Holtec Hembra 1/2 Pulgada 16 UNF,RE,Refacciones,Holtec,"1/2"" 16 UNF","1/2"" 16 UNF",,,,,Pieza,
RE-CON-HON-001,Termostato Fan&Coil Honeywell 110V,RE,Controles,Honeywell,T6861V1WG,Termostato Para Sistemas Fan & Coil 110V - Honeywell,Fan&Coil,110 V,,Control,Pieza,
RE-CON-JOH-001,Control Presión Dual Johnson Controls P70MA,RE,Controles,Johnson Controls,P70MA-11C,Control Jsc Presion Dual P70MA-11C,Dual,N/A,,Control,Pieza,
RE-CON-JOH-002,Control Presión Johnson P29NC-3C,RE,Controles,Johnson Controls,P29NC-3C,P29Nc-3C | Control De Presion Con Tiempo De Retarda,Standard,N/A,,Control,Pieza,
RE-CON-JOH-003,Termostato Johnson Digital 3V,RE,Controles,Johnson Controls,T6334-TB20-8JS0,T6334-Tb20-8Js0 | Termostato Digital 3V On-Off Frio/Caliente Automatico 120Vca,Digital,120 V,,Control,Pieza,
RE-CON-JOH-004,Control Temperatura Penn A19ABC-41C,RE,Controles,Penn,A19ABC-41C,A19Abc-41C | Control De Temperatura Rango -34 A 38 ° Dif 1.7,-34 a 38 °,N/A,,Control,Pieza,
RE-CON-MIR-003,Codo 90 Mirage RO100CRM003,RE,Refacciones,Mirage,RO100CRM003,RO100CRM003,,,,,Pieza,
RE-CON-MIR-004,Condensador Dispensador Mirage MDD10CB-12,RE,Refacciones,Mirage,MDD10CB-12,MDD10CB-12,,,,,Pieza,
RE-CON-MIR-005,Control Remoto Mirage RG36B/BGE,RE,Refacciones,Mirage,RG36B/BGE,RG36B/BGE,,,,,Pieza,
RE-CON-PAR-001,Timer Deshielo Paragon 208/240V,RE,Controles,Paragon,8145-20,8145-20 | Timer Deshielo Paragon 208/240 Tiempo,Standard,208/240 V,,Control,Pieza,
RE-CON-PAR-002,Reloj de Deshielo Paragon 8145-20EX 220V,RE,Controles,Paragon,8145-20EX,Timer Deshielo 220V,NA,220V,NA,Control,Pieza,Refacción
RE-CON-PEN-001,Control Presión Dual Penn Automático,RE,Controles,Penn,P70LB-1C,P70Lb-1C | Control De Presión Penn Dual Automático,Dual,N/A,,Control,Pieza,
RE-CON-PEN-002,Control Presión Penn P70CA-2C SPST,RE,Refacciones,Penn,P70CA-2C 50/450,P70CA-2C 50/450,,,,,Pieza,
RE-CON-RAN-001,Termostato Enfriador Ranco K50P1127,RE,Controles,Ranco,K50P1127,K50P1127 | Termostato Para Enfriador Ranco,Enfriador,N/A,,Control,Pieza,
RE-CON-RAN-002,Termostato Congelador Ranco K50P1126,RE,Controles,Ranco,K50P1126,K50P1126 | Termostato Ranco Para Congelador,Congelador,N/A,,Control,Pieza,
RE-CON-USA-001,Control Remoto Universal 2000 Códigos USA Parts,RE,Controles,USA Parts,K-1028E,Universal 2000 Códigos,NA,NA,NA,Control,Pieza,Control
RE-CON-USA-002,Control Remoto Universal 1000 Códigos USA Parts,RE,Controles,USA Parts,K-1000,Universal 1000 Códigos,NA,NA,NA,Control,Pieza,Control
RE-CON-USA-003,Control Remoto Universal 4000 Códigos USA Parts,RE,Controles,USA Parts,K-4000,Universal 4000 Códigos,NA,NA,NA,Control,Pieza,Control
RE-CPT-AVA-001,Capacitor Arranque Avaly 1/2-5HP,RE,Refacciones,Avaly,SPP5,Spp5 | Capacitor De Arranque Avaly 1/2 A 5Hp,1/2-5 HP,N/A,,Arranque,Pieza,
RE-CPT-BAR-001,Capacitor Arranque Barreto 1/2-5HP,RE,Refacciones,Grupo Barreto,SPP5-B,Capacitor Barreto De Arranque 1/2 5Hp,1/2-5 HP,N/A,,Arranque,Pieza,
RE-CPT-DIV-001,Capacitor Arranque Diversitech 145-175uF,RE,Refacciones,Diversitech,145-175,Capacitor Arranque 145 175Uf 110V,145-175 uF,110 V,,Arranque,Pieza,
RE-CPT-DIV-002,Capacitor Arranque Diversitech 124-156uF,RE,Refacciones,Diversitech,124-156,Capacitor Arranque 124-156 Microfaradios 330V,124-156 uF,330 V,,Arranque,Pieza,
RE-CPT-HIC-001,Capacitor Hicap Alum 25/5uF,RE,Refacciones,Industria Hi-Cap,25-5-BA,Capacitor Hicap Alum 25/5Uf 370Vac,25/5 uF,370 V,,Arranque,Pieza,
RE-CPT-HIC-002,Capacitor Hicap 25/3uF,RE,Refacciones,Industria Hi-Cap,25-3UF,Capacitor Hicap 25/3Uf 370Vca,25/3 uF,370 V,,Arranque,Pieza,
RE-CPT-HIC-003,Capacitor Hicap 25+4uF,RE,Refacciones,Industria Hi-Cap,25-4MF,Capacitor Hicap 25+4Mf/370 Vca,25+4 uF,370 V,,Arranque,Pieza,
RE-CPT-TUR-001,Capacitor Turbo 200X Amrad,RE,Refacciones,Amrad Eng,T-200X,T-200X | Capacitor Turbo 200X,Turbo,N/A,,Arranque,Pieza,
RE-CPT-USA-005,Capacitor USA PARTS 70+5 MFD,RE,Refacciones,USA Parts,CAP-70-5,Capacitor 70+5 MFD Dual,70+5 MFD,370/440 V,,Arranque,Pieza,
RE-CPT-USA-006,Capacitor USA PARTS 70 MFD,RE,Refacciones,USA Parts,CAP-70,Capacitor 70 MFD,70 MFD,370/440 V,,Arranque,Pieza,
RE-CPT-USA-007,Capacitor USA PARTS 65+5 MFD,RE,Refacciones,USA Parts,CAP-65-5,Capacitor 65+5 MFD Dual,65+5 MFD,370/440 V,,Arranque,Pieza,
RE-CPT-USA-008,Capacitor USA PARTS 60+5 MFD,RE,Refacciones,USA Parts,CAP-60-5,Capacitor 60+5 MFD Dual,60+5 MFD,370/440 V,,Arranque,Pieza,
RE-CPT-USA-009,Capacitor USA PARTS 50 MFD,RE,Refacciones,USA Parts,CAP-50,Capacitor 50 MFD,50 MFD,370/440 V,,Arranque,Pieza,
RE-CPT-USA-010,Capacitor USA PARTS 55+5 MFD,RE,Refacciones,USA Parts,CAP-55-5,Capacitor 55+5 MFD Dual,55+5 MFD,370/440 V,,Arranque,Pieza,
RE-CPT-USA-011,Capacitor USA PARTS 80 MFD,RE,Refacciones,USA Parts,CAP-80,Capacitor 80 MFD,80 MFD,370/440 V,,Arranque,Pieza,
RE-ELC-MIR-001,Electrodo Encendido Mirage BPCHB06ZR06,RE,Refacciones,Mirage,BPCHB06ZR06,BPCHB06ZR06,,,,,Pieza,
RE-ELC-MIR-002,Electrodo Encendido Mirage Flux 10/16L,RE,Refacciones,Mirage,Flux 10/16L,Flux 10/16L,,,,,Pieza,
RE-FIL-AVA-001,Filtro Deshidratador Avaly 1/4 Soldable,RE,Refacciones,Avaly,1/4 Soldable,1/4 Soldable,,,,,Pieza,
RE-FIL-AVA-002,Filtro Deshidratador Avaly 1/4 Sin Capilar,RE,Refacciones,Avaly,1/4 Sin Capilar,1/4 Sin Capilar,,,,,Pieza,
RE-FIL-AVA-003,Filtro Deshidratador Avaly A-254,RE,Refacciones,Avaly,A-254,A-254,,,,,Pieza,
RE-FIL-BAR-001,Filtro Barreto Deshidratador 25gr 1/4 Soldable,RE,Refacciones,Barreto,25gr 1/4 Soldable,25gr 1/4 Soldable,,,,,Pieza,
RE-FIL-COL-001,Filtro Deshidratador Soldable Coldtek 1/4 2 Colillas,RE,Refacciones,Coldtek,FD22T002,"Deshidratador Soldable 2 Colillas 1/4""","1/4""",N/A,,Filtrado,Pieza,
RE-FIL-DAN-001,Filtro Danfoss Tipo Piedra DCR 48-DA,RE,Refacciones,Danfoss,DCR 48-DA,DCR 48-DA,,,,,Pieza,
RE-FIL-DIV-001,Filtro Drier Universal Spun CPR DXA-5,RE,Refacciones,Diversitech,Universal Spun CPR DXA-5,Universal Spun CPR DXA-5,,,,,Pieza,
RE-FIL-EME-001,Filtro Deshidratador Emerson 1/4 Capilar,RE,Refacciones,Emerson,VAL-22-AI,"Val-22-Ai | Filtro Deshidratador Emerson Soldable 1/4"" Capilar 1/4A1/2Hp","1/4""",N/A,,Filtrado,Pieza,
RE-FIL-EME-002,Filtro Succión Emerson 7/8 ODF,RE,Refacciones,Emerson,SFD13S7-VV,Sfd13S7-Vv | Filtro Deshidratador Linea De Succión Sellado 7/8 Odf,"7/8""",N/A,,Filtrado,Pieza,
RE-FIL-EME-003,Filtro Deshidratador Piedra Emerson 3/8 ODF,RE,Refacciones,Emerson,3/8 ODF Piedra,3/8 ODF Piedra,,,,,Pieza,
RE-FIL-EME-004,Filtro Deshidratador Piedra Emerson 3/8 S,RE,Refacciones,Emerson,3/8 S Piedra,3/8 S Piedra,,,,,Pieza,
RE-FIL-ERO-001,Filtro Deshidratador Ero 1/4 S Conexiones Largas,RE,Refacciones,Ero International,1/4 S Largas,1/4 S Largas,,,,,Pieza,
RE-FIL-GEN-001,Filtro Deshidratador Universal DXA-5,RE,Refacciones,Genérico,DXA-5,DXA-5,,,,,Pieza,
RE-FIL-LG-001,Filtro Evaporador LG Artcool C122HR,RE,Refacciones,LG,C122HR,C122HR,,,,,Pieza,
RE-FIL-MAN-001,Cartucho Filtro Agua Primario Manitowoc AR-20000,RE,Refacciones,Manitowoc,AR-20000,AR-20000,,,,,Pieza,
RE-FIL-MIR-001,Lámpara Filtro UV-6W Mirage H60,RE,Refacciones,Mirage,UV-6W H60,UV-6W H60,,,,,Pieza,
RE-FIL-MIR-002,Kit Filtro Fábrica Hielo Mirage KFH5110,RE,Refacciones,Mirage,KFH5110,KFH5110,,,,,Pieza,
RE-FIL-MIR-003,Filtro Carbón Mirage RO20GACM033,RE,Refacciones,Mirage,RO20GACM033,RO20GACM033,,,,,Pieza,
RE-FIL-MIR-004,Filtro Carbón Mirage RO20CTOM032,RE,Refacciones,Mirage,RO20CTOM032,RO20CTOM032,,,,,Pieza,
RE-FIL-MIR-005,Filtro Sedimento Mirage FSQ1110,RE,Refacciones,Mirage,FSQ1110,FSQ1110,,,,,Pieza,
RE-FIL-MIR-006,Filtro Post Membrana Mirage FAQ5110,RE,Refacciones,Mirage,FAQ5110,FAQ5110,,,,,Pieza,
RE-IGN-MIR-001,Sistema Ignición Pulso Mirage BB06SI,RE,Refacciones,Mirage,BB06SI,BB06SI,,,,,Pieza,
RE-IGN-MIR-002,Sistema Ignición Pulso Mirage Flux 6 Blanco,RE,Refacciones,Mirage,Flux 6 Blanco,Flux 6 Blanco,,,,,Pieza,
RE-IGN-MIR-003,Sistema Ignición Pulso Mirage BP06ZR09,RE,Refacciones,Mirage,BP06ZR09,BP06ZR09,,,,,Pieza,
RE-IND-DAN-001,"Indicador Líquido Danfoss 5/8"" Flare",RE,Refacciones,Danfoss,014L0024,"Indicador Danfoss Liq y Hum 5/8"" Flare","5/8""",N/A,,Indicador,Pieza,
RE-INT-MIR-001,Set Switches Mirage DA10BB02,RE,Refacciones,Mirage,DA10BB02,DA10BB02,,,,,Pieza,
RE-INT-RIM-001,Interruptor Rimsa Presión Alta/Baja Manual,RE,Controles,Rimsa,DNS-D606S1,Interruptor DNS-D606S1 Presión Alta y Baja Restauración Manual,Dual,N/A,,Control,Pieza,
RE-LIM-MAN-001,Sistema Automático Limpieza Manitowoc,RE,Refacciones,Manitowoc,AUCS,Aucs | Sistema Automatico De Limpieza,Standard,N/A,,Limpieza,Pieza,
RE-MEN-CRI-001,Ménsula Criotec Inox 22mm,RE,Refacciones,Criotec,024-010124,Mensula Criotec Inoxs301 22Mm De Ancho,22 mm,N/A,,Soporte,Pieza,
RE-MGU-MIR-001,Manguera Gas Mirage 3/8 80cm,RE,Refacciones,Mirage,3/8 80cm,3/8 80cm,,,,,Pieza,
RE-MGU-MIR-002,Manguera Gas Mirage 3/8 60cm,RE,Refacciones,Mirage,3/8 60cm,3/8 60cm,,,,,Pieza,
RE-MGU-MIR-003,Manguera Agua Mirage 1/2 60cm,RE,Refacciones,Mirage,1/2 60cm,1/2 60cm,,,,,Pieza,
RE-MOT-AVA-001,Micromotor Polo Sombreado Avaly 1/40HP 127V,RE,Refacciones,Avaly,1/40HP 127V 1550RPM,1/40HP 127V 1550RPM,,,,,Pieza,
RE-MOT-AVA-002,Motor Ventilador Avaly 110V 3000RPM,RE,Refacciones,Avaly,110V 3000RPM,110V 3000RPM,,,,,Pieza,
RE-MOT-AVA-003,Motor Ventilador Avaly 110/120V 2700/3100RPM,RE,Refacciones,Avaly,110/120V 2700/3100RPM,110/120V 2700/3100RPM,,,,,Pieza,
RE-MOT-AVA-004,Motor Micromotor Avaly 6W 115V 1550RPM,RE,Refacciones,Avaly,6W 115V 1550RPM,6W 115V 1550RPM,,,,,Pieza,
RE-MOT-AVA-005,Motor Micromotor Avaly 9W 115V 1550RPM,RE,Refacciones,Avaly,9W 115V 1550RPM,9W 115V 1550RPM,,,,,Pieza,
RE-MOT-AVA-006,Micromotor Avaly Polo Sombreado 1/40 HP 127V 18W,RE,Refacciones,Avaly,1/40HP 127V 18W,1/40HP 127V 18W,,,,,Pieza,
RE-MOT-BOH-001,Motor Bohn Electrónico 115/230V,RE,Motores,Bohn,2028010140,Motor Electrnco 115/230V,Standard,115/230 V,,Motor,Pieza,
RE-MOT-BOH-002,Motor Bohn 1/15HP 208-230V 1550RPM,RE,Refacciones,Bohn,1/15HP 208-230V 1550RPM,1/15HP 208-230V 1550RPM,,,,,Pieza,
RE-MOT-BOH-003,Motor Bohn 1/3HP 208-230V 1075RPM,RE,Refacciones,Bohn,1/3HP 208-230V 1075RPM,1/3HP 208-230V 1075RPM,,,,,Pieza,
RE-MOT-DAI-001,Motor Daikin para PTC153G35CXXXAA,RE,Motores,Daikin,0131P00007SP,Motor Daikin Para Modelo PTC153G35CXXXAA,Standard,N/A,,Motor,Pieza,
RE-MOT-EME-001,Motor Emerson 1/40HP 127V,RE,Motores,Emerson,MFB18W,Motor Para Refrigeración Comercial Emerson 1/40Hp 127V 60Hz 1550 Rpm - Mfb18W,1/40 HP,127 V,,Motor,Pieza,
RE-MOT-EME-002,Motor Emerson 1/3HP 220V,RE,Motores,Emerson,1861,Motor Emerson 1/3 Hp A/C 1075 Rvrs 220/1,1/3 HP,220 V,,Motor,Pieza,
RE-MOT-EME-003,Motor Emerson 1/2HP 220V 1625RPM,RE,Motores,Emerson,6685,6685 Motor Emerson 1/2Hp A/C 1625Rpm 220V,1/2 HP,220 V,,Motor,Pieza,
RE-MOT-EME-004,Motor Emerson 1/4HP 220V 1075RPM,RE,Motores,Emerson,1860,Motor Cerrado Emerson 1/4Hp A/C 1075 Rpm 220V/1,1/4 HP,220 V,,Motor,Pieza,
RE-MOT-EME-005,Motor Emerson 3/4HP 220V 1075RPM,RE,Motores,Emerson,1868,Motor Emerson 3/4 Hp A/C 1075 Rpm 220V,3/4 HP,220 V,,Motor,Pieza,
RE-MOT-EME-006,Motor Emerson 1/2HP 220V 1075RPM,RE,Refacciones,Emerson,1/2HP 220V 1075RPM,1/2HP 220V 1075RPM,,,,,Pieza,
RE-MOT-EME-007,Motor Emerson 1/12-1/20HP 115/230V 1550RPM,RE,Refacciones,Emerson,1/12-1/20HP 115/230V 1550RPM,1/12-1/20HP 115/230V 1550RPM,,,,,Pieza,
RE-MOT-EME-008,Motor Emerson 1/2 HP 220V 1075 RPM,RE,Refacciones,Emerson,1/2HP 220V 1075RPM,1/2HP 220V 1075RPM,,,,,Pieza,
RE-MOT-EME-009,Motor Emerson 1/12-1/20 HP 115/220V 1550 RPM,RE,Refacciones,Emerson,1/12-1/20HP 1550RPM,1/12-1/20HP 1550RPM,,,,,Pieza,
RE-MOT-ERO-001,Motor Ero 115/230V 1550RPM 6A,RE,Motores,Ero International,MTRARU015,Motor Ero 115/230V 60Hz 1.1/0 6A 1550Rpm,1550 RPM,115/230 V,,Motor,Pieza,
RE-MOT-ERO-002,Motor Difusor Ero Aruki 140 110V,RE,Motores,Ero International,MTRARU140,Motor Ero Difusor Aruki 140 110V Multiposoción,140,110 V,,Motor,Pieza,
RE-MOT-ERO-003,Motor Ero 1/40HP 127V 1550RPM CCW con Base,RE,Refacciones,Ero International,1/40HP 127V 1550RPM CCW,1/40HP 127V 1550RPM CCW,,,,,Pieza,
RE-MOT-ERO-004,Motor Ero Refrigerador Mabe 3000RPM,RE,Refacciones,Ero International,Mabe 3000RPM,Mabe 3000RPM,,,,,Pieza,
RE-MOT-ERO-005,Motor Ero 1/20HP 220V 1550RPM CCW,RE,Refacciones,Ero International,1/20HP 220V 1550RPM CCW,1/20HP 220V 1550RPM CCW,,,,,Pieza,
RE-MOT-ERO-006,Motor Ero 1/15HP 220V 1550RPM CCW,RE,Refacciones,Ero International,1/15HP 220V 1550RPM CCW,1/15HP 220V 1550RPM CCW,,,,,Pieza,
RE-MOT-ERO-007,Motor Difusor Aruki Ero 1/22HP 110V 1300/1550RPM,RE,Refacciones,Ero International,1/22HP 110V,1/22HP 110V,,,,,Pieza,
RE-MOT-ERO-008,Motor Difusor Aruki Ero 1/70HP 115V Multiples,RE,Refacciones,Ero International,1/70HP 115V,1/70HP 115V,,,,,Pieza,
RE-MOT-ERO-009,Motor Ero 1/70HP Accesorios LM670,RE,Refacciones,Ero International,LM670,LM670,,,,,Pieza,
RE-MOT-ERO-010,Motor Difusor Aruki Ero 1/40HP 220V 18W,RE,Refacciones,Ero International,1/40HP 220V 18W,1/40HP 220V 18W,,,,,Pieza,
RE-MOT-FAS-001,Motor Fasco 1/15HP 220V,RE,Motores,Fasco,D1123,"D1123 | Motor Fasco 1/15Hp 208-230V, 1 Fase 1550 Rpm",1/15 HP,220 V,,Motor,Pieza,
RE-MOT-FAS-002,Motor Fasco 1/12-1/20HP 115/220V,RE,Motores,Fasco,D1127,D1127 | Motor Fasco 1/12-1/20 Uc 1550Rpm Rvr 115/220,1/12-1/20 HP,115/220 V,,Motor,Pieza,
RE-MOT-FAS-003,Motor Fasco 1/20HP 220V CCW,RE,Refacciones,Fasco,1/20HP 220V CCW,1/20HP 220V CCW,,,,,Pieza,
RE-MOT-FAS-004,Motor Fasco 1/12HP 208-230V 1550RPM,RE,Refacciones,Fasco,1/12HP 208-230V 1550RPM,1/12HP 208-230V 1550RPM,,,,,Pieza,
RE-MOT-HEA-001,Motor Heater 1/40HP Cople Abierto CCW,RE,Refacciones,Heater,1/40HP CCW,1/40HP CCW,,,,,Pieza,
RE-MOT-MIR-001,Motor Condensador Mirage 1 Ton 110V 616,RE,Refacciones,Mirage,616 1 Ton 110V,616 1 Ton 110V,,,,,Pieza,
RE-MOT-MIR-002,Motor Evaporador Mirage 1 Ton ZKFP-20-8-113,RE,Refacciones,Mirage,1 Ton ZKFP-20-8-113,1 Ton ZKFP-20-8-113,,,,,Pieza,
RE-MOT-MIR-003,Motor Ventana Mirage 8000 BTU YSK65-4AT,RE,Refacciones,Mirage,8000 BTU YSK65-4AT,8000 BTU YSK65-4AT,,,,,Pieza,
RE-MOT-MIR-004,Motor Condensador Mirage 3 Ton WDK120-38G-W,RE,Refacciones,Mirage,3 Ton WDK120-38G-W,3 Ton WDK120-38G-W,,,,,Pieza,
RE-MOT-MIR-005,Motor Evaporador Mirage 3 Ton YY060-954P02-023,RE,Refacciones,Mirage,3 Ton YY060-954P02-023,3 Ton YY060-954P02-023,,,,,Pieza,
RE-MOT-MIR-006,Motor Condensador Mirage 1.5 Ton YKT-28-6-201,RE,Refacciones,Mirage,1.5 Ton YKT-28-6-201,1.5 Ton YKT-28-6-201,,,,,Pieza,
RE-MOT-MIR-007,Motor Condensador Mirage 1 Ton ZKFN-40-8-1L,RE,Refacciones,Mirage,1 Ton ZKFN-40-8-1L,1 Ton ZKFN-40-8-1L,,,,,Pieza,
RE-MOT-MIR-008,Motor Evaporador Mirage 3 Ton SIC-55CVL-F159-1,RE,Refacciones,Mirage,3 Ton SIC-55CVL-F159-1,3 Ton SIC-55CVL-F159-1,,,,,Pieza,
RE-MOT-MIR-009,Motor Oscilador Mirage MP24BA,RE,Refacciones,Mirage,MP24BA,MP24BA,,,,,Pieza,
RE-MOT-MIR-010,Motor Condensador Mirage 2 Ton FW 68B,RE,Refacciones,Mirage,2 Ton FW 68B,2 Ton FW 68B,,,,,Pieza,
RE-MOT-MIR-011,Motor Oscilador Mirage 1 Ton MP24GA5,RE,Refacciones,Mirage,1 Ton MP24GA5,1 Ton MP24GA5,,,,,Pieza,
RE-MOT-MIR-012,Motor Evaporador Mirage 2 Ton RPG45B,RE,Refacciones,Mirage,2 Ton RPG45B,2 Ton RPG45B,,,,,Pieza,
RE-MOT-MIR-013,Motor Evaporador Mirage 1 Ton YRLA-15-4-0003-290,RE,Refacciones,Mirage,1 Ton YRLA-15-4-0003-290,1 Ton YRLA-15-4-0003-290,,,,,Pieza,
RE-MOT-MIR-014,Motor Condensador Mirage 1 Ton YKT-32-6-3L,RE,Refacciones,Mirage,1 Ton YKT-32-6-3L,1 Ton YKT-32-6-3L,,,,,Pieza,
RE-MOT-UEI-001,Motor UEI 9 Watts Aluminio,RE,Refacciones,UEI,9W Aluminio,9W Aluminio,,,,,Pieza,
RE-MOT-USA-001,Motor Axial USA Parts 300mm 110V,RE,Refacciones,USA Parts,300mm 110V,300mm 110V,,,,,Pieza,
RE-MOT-USA-002,Motor Evaporador Universal USA Parts 1/12-1/20HP 115/220V,RE,Refacciones,USA Parts,1/12-1/20HP 115/220V,1/12-1/20HP 115/220V,,,,,Pieza,
RE-PIE-DAN-001,Piedra Desecante Danfoss 48-DA,RE,Refacciones,Danfoss,48-DA,48-DA,,,,,Pieza,
RE-PIE-EME-001,"Piedra Desecante Emerson 48""",RE,Refacciones,Emerson,3516-W48,"Piedra Desecante Emerson Linea Liquido 48"" Estandar","48""",N/A,,Filtrado,Pieza,
RE-REF-MIR-001,Cuerpo del Embrague Mirage 12938000001941,RE,Refacciones,Mirage,12938000001941,12938000001941,,,,,Pieza,
RE-REF-YEL-009,Empaque O'Ring Yellow Jacket 19037,RE,Refacciones,Yellow Jacket,19037,Empaque O'Ring,N/A,N/A,,Mantenimiento,Pieza,
RE-REF-YEL-010,"Empaque Cobre Yellow Jacket 3/8""",RE,Refacciones,Yellow Jacket,59652,"Empaque de Cobre 3/8""","3/8""",N/A,,Mantenimiento,Pieza,
RE-REF-YEL-011,"Empaque Cobre Yellow Jacket 1/2""",RE,Refacciones,Yellow Jacket,59653,"Empaque de Cobre 1/2""","1/2""",N/A,,Mantenimiento,Pieza,
RE-REF-YEL-012,"Empaque Cobre Yellow Jacket 5/8""",RE,Refacciones,Yellow Jacket,59654,"Empaque de Cobre 5/8""","5/8""",N/A,,Mantenimiento,Pieza,
RE-REF-YEL-013,"Empaque Cobre Yellow Jacket 3/4""",RE,Refacciones,Yellow Jacket,59655,"Empaque de Cobre 3/4""","3/4""",N/A,,Mantenimiento,Pieza,
RE-REG-TEM-001,Regulador Voltaje Electrónico Temisa 1500W,RE,Protección,Temisa,RVR-1500P,Regulador Electrónico De Voltaje,1500 W,N/A,,Regulación,Pieza,
RE-REL-BAR-001,Relay/Capacitor 3 en 1 RCO-410,RE,Refacciones,Grupo Barreto,RCO-410,Relavador Capacitor Y Motoprotector 3En1,3 en 1,N/A,,Arranque,Pieza,
RE-SEN-BOH-001,Montaje Verde Sensor Temperatura Bohn,RE,Sensores,Bohn,C138-501-1121,"Montaje Verde de Sensor de Temperatura 10""",N/A,N/A,,Medición,Pieza,
RE-SEP-EME-001,Separador Aceite Emerson 1/2 S,RE,Refacciones,Emerson,SAS-1,Sas-1 | Separador Aceite T-Sellado 1/2 S 2 T,"1/2""",N/A,,Separación,Pieza,
RE-TAN-MIR-001,Tanque 8 Litros Mirage RO10TA8L,RE,Refacciones,Mirage,8 Litros,8 Litros,,,,,Pieza,
RE-TAN-MIR-002,Tanque 4 Litros Mirage RO10TA4L,RE,Refacciones,Mirage,4 Litros,4 Litros,,,,,Pieza,
RE-TAN-MIR-003,Tanque Agua Caliente Mirage 13320023805,RE,Refacciones,Mirage,13320023805,13320023805,,,,,Pieza,
RE-TAN-MIR-004,Tanque Agua Fría Mirage MDD10CB-04,RE,Refacciones,Mirage,MDD10CB-04,MDD10CB-04,,,,,Pieza,
RE-TAP-AVA-001,"Tapón Macho 1/4"" 10pz",RE,Refacciones,Avaly,639-F-04-10,"Tapón Macho 1/4"" (P-04) 10 Piezas","1/4""",N/A,,Conexión,Paquete,
RE-TAP-BAR-001,Tapón Macho Bronce 1/4,RE,Refacciones,Grupo Barreto,A35,Tapon Macho De Bronce 1/4,1/4,N/A,,Sellado,Pieza,
RE-TAR-AVA-001,Tarjeta Universal A/C Avaly con Display Digital,RE,Tarjetas,Avaly,VA-TJ08PGC,Tarjeta Universal Para Aire Acondicionado Con Diplay Digital,Universal,N/A,,Control,Pieza,
RE-TAR-AVA-002,Tarjeta Universal Avaly A/C 3 Velocidades,RE,Refacciones,Avaly,3 Velocidades,3 Velocidades,,,,,Pieza,
RE-TAR-AVA-003,Tarjeta Universal Avaly 3 Velocidades,RE,Refacciones,Avaly,3 Vel,3 Vel,,,,,Pieza,
RE-TAR-BAR-001,Tarjeta Universal Minisplit Barreto 220V,RE,Refacciones,Barreto,220V,220V,,,,,Pieza,
RE-TAR-DAI-001,Tarjeta Daikin Control PTC153G3,RE,Tarjetas,Daikin,RSKP0010,Tarjeta Daikin Control Para Modelo PTC153G3,Minisplit,N/A,,Control,Pieza,
